0,922.000000,32.070000,0
2,933.000000,81.840000,6400000
4,948.000000,47.880000,6400000
6,943.000000,34.850000,6400000
8,956.000000,40.920000,6400000
10,962.000000,28.600000,6400000
12,945.000000,25.600000,6400000
14,946.000000,24.060000,6400000
16,946.000000,17.450000,6400000
18,947.000000,23.250000,6400000
20,948.000000,15.540000,6400000
22,951.000000,21.790000,6400000
24,957.000000,22.300000,6400000
26,953.000000,20.640000,6400000
28,953.000000,18.270000,6400000
30,957.000000,22.350000,6400000
32,957.000000,15.880000,6400000
34,940.000000,22.030000,6400000
36,944.000000,21.800000,6400000
38,946.000000,21.410000,6400000
40,946.000000,17.760000,6400000
42,947.000000,18.250000,6400000
44,950.000000,23.240000,6400000
46,952.000000,21.520000,6400000
48,953.000000,18.630000,6400000
50,956.000000,23.240000,6400000
52,935.000000,21.660000,6400000
54,937.000000,20.120000,6400000
56,941.000000,24.300000,6400000
58,941.000000,15.360000,6400000
60,944.000000,20.350000,6400000
62,942.000000,21.320000,6400000
64,945.000000,23.200000,6400000
66,946.000000,20.110000,6400000
68,949.000000,23.570000,6400000
70,949.000000,19.080000,6400000
72,942.000000,22.140000,6400000
74,944.000000,19.850000,6400000
76,947.000000,20.090000,6400000
78,947.000000,18.880000,6400000
80,950.000000,22.150000,6400000
82,950.000000,17.160000,6400000
84,954.000000,21.270000,6400000
86,946.000000,24.850000,6400000
88,946.000000,15.370000,6400000
90,948.000000,21.690000,6400000
92,941.000000,21.710000,6400000
94,943.000000,20.170000,6400000
96,944.000000,18.030000,6400000
98,946.000000,23.160000,6400000
100,946.000000,18.240000,6400000
102,948.000000,19.580000,6400000
104,943.000000,20.760000,6400000
106,943.000000,18.190000,6400000
108,945.000000,20.980000,6400000
110,948.000000,21.870000,6400000
112,948.000000,18.930000,6400000
114,950.000000,20.460000,6400000
116,954.000000,21.950000,6400000
118,954.000000,15.590000,6400000
120,945.000000,23.170000,6400000
122,949.000000,22.860000,6400000
124,949.000000,19.310000,6400000
126,951.000000,22.720000,6400000
128,953.000000,21.520000,6400000
130,953.000000,18.190000,6400000
132,955.000000,21.220000,6400000
134,945.000000,23.160000,6400000
136,945.000000,19.460000,6400000
138,948.000000,20.850000,6400000
140,952.000000,23.430000,6400000
142,952.000000,19.300000,6400000
144,954.000000,22.040000,6400000
146,958.000000,21.340000,6400000
148,956.000000,18.250000,6400000
150,958.000000,22.350000,6400000
152,949.000000,23.860000,6400000
154,949.000000,16.810000,6400000
156,951.000000,20.460000,6400000
158,956.000000,20.860000,6400000
160,956.000000,16.710000,6400000
162,958.000000,21.130000,6400000
164,962.000000,22.480000,6400000
166,962.000000,19.550000,6400000
