0,548.000000,34.180000,0
2,545.000000,55.680000,0
4,546.000000,69.010000,6400000
6,568.000000,44.860000,1600000
8,588.000000,48.290000,6400000
10,575.000000,34.840000,6400000
12,592.000000,54.020000,6400000
14,594.000000,33.130000,6400000
16,591.000000,26.120000,6400000
18,589.000000,23.030000,6400000
20,589.000000,21.740000,6400000
22,593.000000,23.310000,6400000
24,585.000000,20.630000,6400000
26,586.000000,23.610000,6400000
28,588.000000,18.840000,6400000
30,591.000000,22.350000,6400000
32,593.000000,19.740000,6400000
34,593.000000,22.310000,6400000
36,570.000000,22.760000,6400000
38,570.000000,22.730000,6400000
40,573.000000,20.990000,6400000
42,572.000000,19.840000,6400000
44,575.000000,20.180000,6400000
46,578.000000,18.850000,6400000
48,579.000000,21.840000,6400000
50,580.000000,19.620000,6400000
52,581.000000,18.900000,6400000
54,583.000000,24.860000,6400000
56,586.000000,23.390000,6400000
58,587.000000,19.330000,6400000
60,589.000000,19.280000,6400000
62,589.000000,19.540000,6400000
64,589.000000,18.650000,6400000
66,594.000000,20.710000,6400000
68,594.000000,19.640000,6400000
70,597.000000,23.550000,6400000
72,598.000000,20.740000,6400000
74,602.000000,18.910000,6400000
76,601.000000,24.540000,6400000
78,574.000000,18.470000,6400000
80,574.000000,19.990000,6400000
82,576.000000,19.530000,6400000
84,578.000000,20.370000,6400000
86,580.000000,20.270000,6400000
88,581.000000,20.880000,6400000
90,583.000000,17.590000,6400000
92,587.000000,21.540000,6400000
94,585.000000,21.480000,6400000
96,588.000000,20.020000,6400000
98,591.000000,20.360000,6400000
100,591.000000,16.570000,6400000
102,595.000000,24.050000,6400000
104,595.000000,21.060000,6400000
106,599.000000,21.650000,6400000
108,599.000000,19.960000,6400000
110,601.000000,19.590000,6400000
112,602.000000,21.730000,6400000
114,604.000000,20.340000,6400000
116,602.000000,19.590000,6400000
118,603.000000,21.990000,6400000
120,604.000000,18.720000,6400000
122,603.000000,24.050000,6400000
124,566.000000,19.320000,6400000
126,567.000000,20.630000,6400000
128,572.000000,19.710000,6400000
130,574.000000,17.760000,6400000
132,576.000000,21.800000,6400000
134,579.000000,18.520000,6400000
136,582.000000,18.610000,6400000
138,581.000000,18.320000,6400000
140,585.000000,24.070000,6400000
142,585.000000,21.230000,6400000
144,588.000000,18.760000,6400000
146,588.000000,17.520000,6400000
148,590.000000,19.460000,6400000
150,592.000000,19.510000,6400000
152,594.000000,19.410000,6400000
154,590.000000,21.780000,6400000
156,594.000000,18.780000,6400000
158,596.000000,19.560000,6400000
160,596.000000,19.380000,6400000
162,599.000000,22.860000,6400000
164,599.000000,20.210000,6400000
166,603.000000,19.300000,6400000
168,602.000000,18.320000,6400000
170,603.000000,21.220000,6400000
172,605.000000,18.820000,6400000
174,604.000000,28.490000,6400000
176,605.000000,19.150000,6400000
178,565.000000,21.800000,6400000
180,567.000000,18.860000,6400000
182,578.000000,42.150000,6400000
184,568.000000,26.260000,6400000
186,571.000000,19.430000,6400000
188,572.000000,18.950000,6400000
190,583.000000,39.460000,6400000
192,581.000000,18.230000,6400000
194,580.000000,19.130000,6400000
196,584.000000,18.980000,6400000
198,585.000000,21.230000,6400000
200,583.000000,17.420000,6400000
202,585.000000,22.470000,6400000
204,587.000000,17.650000,6400000
206,587.000000,20.030000,6400000
208,590.000000,19.780000,6400000
210,591.000000,23.410000,6400000
212,592.000000,18.910000,6400000
214,589.000000,18.820000,6400000
216,592.000000,19.930000,6400000
218,595.000000,20.410000,6400000
220,597.000000,21.000000,6400000
222,598.000000,18.730000,6400000
224,599.000000,20.850000,6400000
226,600.000000,20.270000,6400000
228,602.000000,20.350000,6400000
230,604.000000,18.200000,6400000
